News,State
تفقد الدكتور إبراهيم صابر، نائب محافظ القاهرة للمنطقة الشرقية، شارع الترولى بحى السلام، حيث تابع أعمال النظافة وإعادة تخطيط وتنظيم الشارع..,1
"نصحت هيئة الدواء السيدات الحوامل الصائمة بشرب من 10 إلى 12 كوبًا من المياه ""في الفترة من الإفطار حتى السحور.",1
كشفت الدكتورة نجلاء بلابل مدير مشروع حصر ومكافحة مرض العفن البني في البطاطس، أن إجمالي ما تم فحصه من بطاطس المائدة المعدة للتصدير لمختلف الدول بلغت كميتها خلال الفترة من منتصف فبراير,1
قال الدكتور السيد مسعد وكيل وزارة الأوقاف بالجيزة، إن استعدادات المديرية لعيد الفطر المبارك بدأت مبكرًا من خلال إطلاق حملة نظافة وتعقيم موسعة بجميع المساجد.,1
برنامج التحكم فى التلوث الصناعى التابع لوزارة البيئة، أعلن موافقته على دعم عدد من المشروعات البيئية فى صعيد مصر.,1
نجح «بيت الزكاة والصدقات» وصندوق تحيا مصر في توصيل نحو 3500 طن من المساعدات الإنسانية العاجلة لأهلنا في قطاع غزة خلال شهر رمضان,1
شنت أجهزة محافظة القاهرة حملة مكبرة مشتركة بين الرقابة التموينية والرقابة التجارية وقطاع جنوب تمكنت من السيطرة واحكام الرقابة بنطاق حي البساتين والتحفظ علي 700 كيلو سكر,1
قال الشيخ خالد الجمل الداعية الإسلامى والخطيب بوزارة الأوقاف، إن فكرة برنامج نور الدين للدكتور على جمعة، والذى يذاع على قنوات المتحدة، فكرة رائعة,1
وجه الدكتور أيمن عاشور وزير التعليم العالي والبحث العلمي، برفع درجة الاستعداد بالمستشفيات الجامعية بجميع أنحاء الجمهورية.,1
"احتفلت أكاديمية الأزهر ‏العالمية لتدريب الأئمة والوعاظ، بتخريج دفعة جديدة من الأئمة الوافدين من دولة "" إندونيسيا "" المشتركين في عدد من الدورات..",1
"في مستهل اجتماع مجلس الوزراء اليوم برئاسة الدكتور مصطفى مدبولي، بالعاصمة الإدارية الجديدة، تقدم رئيس الوزراء بالتهنئة إلى فخامة الرئيس عبد الفتاح السيسي، رئيس الجمهورية، وأعضاء الحكومة، والشعب المصري والأمتين العربية والإسلامية، بمناسبة حلول عيد الفطر المبارك.

",1
تتابع غرفة عمليات وزارة التضامن الاجتماعي صرف معاشات أبريل 2024، حيث أشارت إلى استمرار الصرف اليوم الإثنين، لمن تخلفوا عن الصرف في الموعد المحدد..,1
أعلن المركز القومي للامتحانات والتقويم التربوي بوزارة التربية والتعليم، مواصفة الورقة الامتحانية لمادة الرياضيات للمرحلة الابتدائية.,1
شارك الدكتور القس أندريه زكي، رئيس الطائفة الإنجيلية بمصر، في فعاليات احتفال عيد الشكر، بالكنيسة الإنجيلية بسيدي بشر، أمس الأحد..,1
ثَمَّن المهندس طارق النبراوي، نقيب المهندسين، قرار الدكتور مصطفى مدبولي رئيس الوزراء، بالموافقة على مشروع قرار إصدار اللائحة التنفيذية لقانون التصالح في بعض مُخالفات البناء وتقنين أوضاعها..,1
أعلنت وزارة البيئة، تقديم تمويل لثلاثة مشروعات فى المناطق الصناعية، فى ثلاث محافظات، مدينة بدر بمحافظة القاهرة والجيزة، والسويس..,1
هنأ المستشار مسعد عبد المقصود الفخراني رئيس هيئة قضايا الدولة والمستشارون أعضاء المجلس الأعلى للهيئة وجميع مستشاري الهيئة والعاملين بها، الرئيس عبد الفتاح السيسي,1
"بعث اللواء محمود توفيق ""وزير الداخلية""، برقية تهنئة للرئيس عبدالفتاح السيسى بمناسبة حلول عيد الفطر المبارك .. جاء بها : بمشاعر ملؤها التوقير والإعتزاز يطيب لى وهيئة الشرطة بمناسبة قرب حلول عيد الفطر",1
أقامت محافظة القاهرة بالتعاون مع إحدى المؤسسات الأهلية، حفل إفطار جماعى لـ2000 صائم بالمدينة الشبابية بالأسمرات..,1
أشاد مجدي البدوي نائب رئيس اتحاد عمال مصر، بقرار المجلس القومي للأجور برفع الحد الادني للأجور للعاملين بالقطاع الخاص إلى 6 آلاف جنيه بداية من شهر مايو المقبل..,1
اجتماع موسع بين وزيرة البيئة، ووزير التنمية المحلية، ووزير السياحة والآثار بمقر وزارة البيئة بالعاصمة الإدارية الجديدة، لمناقشة آليات تطبيق منظومة التخلص الآمن من المخلفات بالمنشآت السياحية..,1
شهد وزير العمل حسن شحاتة، صباح اليوم الإثنين، جولة في مقر الوزارة بالعاصمة الإدارية الجديدة، لتهنئة العاملين بالديوان العام، وصندوقي إعانات الطوارئ للعمال، بعيد الفطر..,1
"تستمر المجمعات الاستهلاكية التابعة لوزارة التموين والتجارة الداخلية، في طرح كميات كبيرة من الخضروات والفاكهة  والسلع الغذائية واللحوم والدواجن والأسماك.

",1
"عقدت الدكتورة  نيفين القباج، وزيرة التضامن الاجتماعي اجتماعاً لمتابعة الموقف التنفيذي لبرنامج ""بالوعي..  مصر بتتغير للأفضل""، بحضور دكتورة آمال زكي، مستشار وزيرة التضامن الاجتماعي..",1
أوفد الرئيس عبد الفتاح السيسى رئيس الجمهورية، السيد عبدالعزيز الشريف الأمين برئاسة الجمهورية، للتعزية فى وفاة الأستاذ الدكتور أحمد فتحى سرور، وإبلاغ أسرته خالص عزاء سيادته ومواساته..,1
أكدت وزارة النقل أنها تقدم خدمات مميزة لذوى الهمم والمعاقين، بالإضافة إلى تخفيضات على سعر التذكرة بكل وسائل النقل، منها الحجز بخطوط المترو أو السكة الحديد بموجب بطاقة الخدمات المتكاملة,1
تقدم الدكتور السيد قنديل رئيس جامعة حلوان بخالص التهنئة للرئيس عبد الفتاح السيسي، بمناسبة حلول عيد الفطر المبارك، وذلك بالأصالة عن نفسه وبالإنابة عن النواب والعمداء وأعضاء هيئة التدريس والعاملين بالجامعة,1
وقع الاتحاد العام لنقابات عمال مصر والاتحاد الدولي لنقابات العمال العرب، اتفاقية تعاون عربي روسي.,1
"بعث الدكتور مصطفى مدبولي، رئيس مجلس الوزراء، برقية تهنئة لفضيلة الإمام الأكبر الدكتور أحمد الطيب، شيخ الأزهر؛ بمناسبة حلول عيد الفطر المبارك.

",1
"استقبل الدكتور أحمد طه، رئيس الهيئة العامة للاعتماد والرقابة الصحية، سفيرة دولة رومانيا لدى مصر ""أوليفيا تودرن""، لبحث سبل تعزيز التعاون في مجال جودة الرعاية الصحية..",1
رفع مركز ومدينة البدرشين بمحافظة الجيزة درجة الاستعداد القصوى لاستقبال عيد الفطر المبارك، وذلك بتكثيف حملات النظافة والإشغالات، والمتابعة الميدانية اليومية للشارع لرصد أى مخالفات.,1
"نظم قسم الألعاب الجماعية بالإدارة العامة لرعاية الشباب بجامعة حلوان حفل ختام الدورة الرمضانية لكرة القدم الخماسي لطلاب الجامعة.

",1
وجه السيد القصير وزير الزراعة واستصلاح الأراضي برفع درجة الاستعداد القصوى من كل جهات الوزارة التنفيذية والرقابية وتشغيل الطوارئ.,1
وجهت وزارة التربية والتعليم والتعليم الفنى المديريات التعليمية بضرورة إخطار المدارس الفنية المطبق بها منهجية الجدارات المطلوبة في سوق العمل.,1
"هنأ الأنبا إبراهيم إسحق بطريرك الإسكندرية للأقباط الكاثوليك ورئيس مجلس البطاركة والأساقفة الكاثوليك بمصر الرئيس السيسى وقيادات الدولة والشعب المصرى بعيد الفطر المبارك.

",1
تستمر مصانع شركة الدلتا للسكر التابعة لوزارة التموين والتجارة الداخلية بمنطقة الحامول بمحافظة كفر الشيخ فى العمل طوال أيام عيد الفطر المبارك..,1
أكدت الدكتورة ياسمين فؤاد وزيرة البيئة، أن الوزارة تبحث  السيناريو الأفضل للتعامل مع مخلفات مصانع السكر ، وأنه يتم دراسة استخدام تقنية أبراج التبريد بمصانع السكر التابعة للدولة,1
شهدت هند عبد الحليم نائب محافظ الجيزة لشئون تنمية المجتمع وخدمة البيئة، وفرج عبد العاطي رئيس مركز ومدينة أوسيم، فعالية تكريم عدد من السيدات المتدربات في برنامج تدريب المرأة المعيلة.,1
شن مركز ومدينة أبو النمرس بمحافظة الجيزة، حملات مكبرة لمواجهة كافة أشكال التعديات والبناء المخالف على الأراضي الزراعية واتخاذ الإجراءات القانونية حيال المخالفين.,1
كشفت الشركة القابضة للأمصال واللقاحات فاكسيرا عن مواعيد العمل بمراكز تطعيمات المصل واللقاح خلال إجازة عيد الفطر المبارك.,1
قال الدكتور محمد على فهيم، رئيس مركز معلومات المناخ بوزارة الزراعة واستصلاح الأراضى أن هناك نشاط للرياح  يزيد من الإحساس ببرودة الطقس على مناطق متفرقة من القاهرة الكبرى.,1
أعلنت سفارة الهند بالقاهرة اليوم الاثنين، عن تقديم المجلس الهندى للعلاقات الثقافية، التابع لوزارة الشؤون الخارجية الهندية، 13 منحة دراسية للطلاب المصريين.,1
تلقى الدكتور محمد الخشت رئيس جامعة القاهرة، تقريرًا من الدكتور محمد عبد المعطي سمرة عميد المعهد القومي للأورام، حول ما تم إنجازه على مدار عام 2023 على مستوى الخدمات العلاجية..,1
أعلنت الهيئة العامة للرعاية الصحية، عن خطتها للتأمين الطبي خلال فترة الاحتفالات بعيد الفطر المبارك.,1
تطلق وزارة الزراعة واستصلاح الأراضي، اليوم منافذ متنقلة لبيع بيض المائدة بسعر 140 جنيها للكرتونة.,1
"شهر رمضان أعظم الشهور وأجلها و يحرص المصريين على التوجه إلى دار الإفتاء سواء للسؤال أو البحث عن إجابة لما يدور في أذهانهم فيما يخص مسائل الصيام..
",1
مدونة طويلة من المواقف الوطنية فى تاريخ الكنيسة، منذ خطوتها الأولى فى أرض مصر وإلى اليوم، لا تخلو مرحلة زمنية أو حبرية بطريرك من رسالة أو قيمة..,1
"قالت الدكتورة منى دويدار، إنه يجب أخذ الاحتياطات اللازمة لمن يعانون من حساسية الجلوتين ""السيلياك"" بتناول أنواع الحلويات الرمضانية الخاصة بهم..",1
يعد محور كلابشة التنموي على النيل بمحافظة أسوان أحد شرايين التنمية التى تم تنفيذها فى صعيد مصر، حيث قالت وزارة النقل إنه قبل 2014 كانت المسافات البينية بين محاور النيل 100 كم..,1
حدد قسم بحوث تكنولوجيا الخبز والعجائن الغذائية بمعهد بحوث تكنولوجيا الأغذية مجموعة من النصائح التي يجب أن تتبع أثناء إعداد الكعك وتناوله لتلافي حدوث أي مشاكل صحية..,1
"ينشر ""اليوم السابع"" مجموعة من الأدعية المستحبة فى شهر رمضان المبارك، والتى ثبت صحتها عن الصحابة والتابعين، بالتزامن مع أيام رمضان المبارك..",1
"شهر رمضان شهر الخير والبركات، نتناول طوال هذا الشهر الفضيل أبرز الأحداث التاريخية والإسلامية التى وقعت فى كل يوم من أيام..
",1
"‫أكد سعيد صالح مستشار وزير الزراعة واستصلاح الأراضى للمنافذ والمتابعة، أن معرض الوزارة ""خير مزارعنا لأهالينا"" سيبدأ فى إجازة من غد الثلاثاء وطوال أيام عيد الفطر..",1
قال قطاع المعاهد الأزهريةانه تابع الأخبار والمنشورات المتداولة على منصات التواصل الاجتماعي بشأن الإعلان عن وظائف بالمعاهد الأزهرية، واستغلال البعض من ذوي النوايا الخبيثة حاجة الشباب.,1
نعى خالد الطوخي رئيس مجلس أمناء جامعة مصر للعلوم والتكنولوجيا، وفاة الدكتور أحمد فتحي سرور، رئيس مجلس الشعب الأسبق، والفقيه القانونى الكبير، سائلًا المولى -عز وجل- أن يتغمّد الفقيد بواسع رحمته ومغفرته.,1
"ينشر اليوم السابع مواعيد قطار تالجو على خط القاهرة أسوان، ومحطات الوقوف، وذلك بالتزامن مع زيادة الإقبال على حجز قطارات السكة الحديد وخاصة على خط الصعيد..
",1
تتوقع هيئة الأرصاد الجوية ، أن يشهد اليوم الإثنين، طقسا دافئا نهارا على القاهرة الكبرى والوجه البحرى، مائلا للدفء على السواحل الشمالية، مائلا للحرارة على جنوب سيناء وشمال الصعيد..,1
تتوقع هيئة الأرصاد الجوية ، أن يشهد اليوم الإثنين، طقسا دافئا نهارا على القاهرة الكبرى والوجه البحرى، مائلا للدفء على السواحل الشمالية، مائلا للحرارة على جنوب سيناء وشمال الصعيد..,1
"لقرائنا الراغبين فى التعرف على مواقيت الصلاة الصحيحة بمحافظات مصر، يقدم ""اليوم السابع"" مواقيت الصلاة الخمسة اليوم الإثنين فى عدد من محافظات مصر..",1
صدق الدكتور مصطفى كمال مدبولي رئيس مجلس الوزراء على قرار تجديد تعين الدكتور محمود صديق حسن عبد النبي نائباً لرئيس جامعة الأزهر للدراسات العليا..,1
"انخفضت أسعار سيارات نيسان في مصر ليسجل طراز صني الفئة الأولي سعر 695,400 والفئة الثانية بسعر 726,500 و الفئة الثالثة بسعر 748,000 والفئة الرابعة بسعر 761,000 .

",1
يحرص الكثيرون خلال عيد الفطر التركيز على تناول الكعك البسكويت المحتويان على نسبه عالية من الدهون والسكريات المرتفعة،,1
"أصدر الدكتور محمد عثمان الخشت رئيس جامعة القاهرة قرارا بتكليف  الدكتور أحمد خطاب برئاسة مجلس قسم العلاقات العامة والإعلان

",1
خاطبت النقابة العامة لأطباء مصر، أمس السبت، فضيلة الإمام الأكبر شيخ الأزهر الشريف الدكتور أحمد الطيب، ووزير التعليم العالي والبحث العلمي د. أيمن ,1
"اختتمت الدكتورة حنان بلخي، المديرة الإقليمية لمنظمة الصحة العالمية لشرق المتوسط، مؤخرا زيارة لبيروت، لبنان، استغرقت يومين، في ظل تصاعُد وتيرة الأعمال العدائية على الحدود الجنوبية للبنان مع إسرائيل..
",1
"شارك اللواء خالد عبدالعال محافظ القاهرة عمال ومهندسى وفنى هيئة نظافة وتجميل القاهرة حفل الإفطار الذى أقامته الهيئة العامة لنظافة وتجميل ا
",1
شهدت أروقة الجامع الأزهر وباحاته، اليوم الأحد، إقبالا كبيرا من آلاف المصلين، الذين حرصوا على أداء صلاتي العشاء والتراويح في رحابه العامرة، في آخر الليالي الوترية,1
أعلنت الهيئة العامة للرعاية الصحية، برئاسة الدكتور أحمد السبكي، رئيس مجلس إدارة الهيئة والمشرف العام على مشروعي التأمين الصحي الشامل وحياة كريمة بوزارة الصحة والسكان.,1
"ينشر ""اليوم السابع"" موعد السحور واذان الفجر فى اليوم الـ 29 من أيام شهر رمضان المبارك 2024، وذلك وفقا لـ ""إمساكية شهر رمضان المعظم""  لعام 1445 هجريا الموافق 2024 ميلاديا",1
"تنشر اليوم السابع فى عددها الصادر غدا، تفاصيل هامة حول العديد من الأحداث الجارية على الساحتين الداخلية والخارجية: مسارات الجمهورية الجديدة فى إفطار الأسرة المصرية
",1
"يتساءل البعض عن دعاء الإفطار فى رمضان، والذى يجب قوله مع سماع أذان المغرب وقبل بدء تناول الإفطار، وينشر ""اليوم السابع"" دعاء الإفطار",1
زار اليوم الدكتور سامي فوزي رئيس أساقفة إقليم الإسكندرية للكنيسة الأسقفية، والدكتور منير حنا رئيس أساقفة إقليم الإسكندرية الشرفي، فضيلة الإمام الأكبر الدكتور,1
"فى مشهد حضارى، شارك عدد من شباب حي الدقي، اليوم الأحد، في تجهيز ساحة مسجد مصطفى محمود؛ استعدادًا لاستقبال المصلين لأداء صلاة عيد الفطر المبارك.

",1
عقدت وزارة الصحة والسكان، اجتماعا الدوريا، مع قيادات الوزارة ورؤساء الهيئات، اليوم الأحد، بمشاركة كافة وكلاء الوزارة بالمحافظات، ومسؤولي غرف الأزمات بكافة محافظات الجمهورية,1
التقت الدكتورة نيفين القباج وزيرة التضامن الاجتماعى السفير كريستيان برجر، سفير الاتحاد الأوروبى فى مصر والوفد المرافق له..,1
ثمن محمد جبران رئيس الاتحاد العام لنقابات عمال مصر، ما صدر اليوم من قرارات باجتماع المجلس القومي للأجور برئاسة الدكتورة هالة السعيد، والذي أقر بزيادة أجور العاملين بالقطاع الخاص إلى 6000 جنيه..,1
واصلت وزارة الداخلية تنظيم ورش عمل حول مخططات إسقاط الدول للعاملين بالجهاز الإدارى بالدولة وشباب الجامعات بمقر أكاديمية الشرطة، وذلك فى إطار حرص الوزارة على رفع الوعى المجتمعى.,1
التقى سفير جمهورية كوريا لدى مصر كيم يونجهيون مع وزير الاتصالات وتكنولوجيا المعلومات الدكتور عمرو طلعت لبحث سبل تعزيز التعاون المشترك في قطاع تكنولوجيا المعلومات والاتصالات بين كوريا ومصر..,1
شهد الدكتور رضا حجازي وزير التربية والتعليم والتعليم الفني، اليوم الأحد، ندوة تثقيفية عقدتها الإدارة المركزية للتعليم العام بالتعاون مع الاتحاد العام لطلاب مدارس الجمهورية بمناسبة ذكرى عيد تحرير سيناء..,1
عقد السيد القصير وزير الزراعة واستصلاح الأراضي اجتماعا لبحث كيفية الاستفادة من البحوث التطبيقية في مكافحة الآفات الزراعية مع الدكتور محمود هاشم أستاذ  كيمياء الليزر..,1
"""كان لها أدوار هامة في مصر ومشروعات لم تقام إلا على يديها على رأسها مشروع تنظيم الأسرة ودعم الدور السياسي للمرأة وعدلت بعض القوانين على رأسها قانون الأحوال الشخصية""..",1
استقبل الدكتور شوقي علام -مفتي الجمهورية، رئيس الأمانة العامة لدُور وهيئات الإفتاء في العالم- الأب الربان فيليبس عيسى، كاهن الكنيسة السريانية الأرثوذكسية في مصر للتهنئة بعيد الفطر..,1
"عقب إسناد النائب العام المستشار محمد شوقي، اختصاصات إدارة حماية الأشخاص ذوي الههم إلى مكتب حماية الطفل بإدارة التفتيش القضائي بمكتب النائب العام، نستعرض اختصاصات مكتب حماية الأشخاص ذوي الههم.

",1
أعلنت وزارة التربية والتعليم والتعليم الفني، ضوابط هامة لغياب الطلاب عن أداء التقييمات لطلاب الدبلومات الفنية المطبق عليهم منهجية الجدارات، للعام الدراسي الحالي 2023/2024..,1
 حقق الدكتور محمد مختار جمعة وزير الأوقاف أمنية المتسابق في إمامة المصلين بمسجد سيدنا عمرو بن العاص بالقاهرة، حيث سيؤم المصلين في صلاة العشاء,1
قرار المجلس القومي للأجور الصادر عن اجتماعه اليوم الأحد، بزيادة أجور العاملين بالقطاع الخاص إلى 6000 جنيه، بدلا من 3500 جنيه، اعتبارًا من مايو 2024، يأتي تماشيا مع توجيهات الرئيس السيسي..,1
"أعدت لجنة الإعلام بالمجلس القومى للمرأة، استمارة استبيان لرصد صورة المرأة فى دراما وبرامج شهر رمضان 2024، وتضمنت عددًا من التساؤلات بشأن الخروج برصد مفصل لصورة المرأة فى دراما رمضان هذا العام..
",1
"ينشر ""اليوم السابع"" مواعيد مترو الأنفاق بالخطوط الثلالثة، خلال إجازة عيد الفطر المبارك، كذلك مواعيد القطار الكهربائي الخفيف، ومواعيد التقاء خطوط المترو في المحطات التبادلية..",1
استقبل فضيلة الدكتور شوقي علام - مفتي الجمهورية، رئيس الأمانة العامة لدُور وهيئات الإفتاء في العالم- وفدًا رفيع المستوى من الكنيسة الأسقفية المصرية للتهنئة بقُرب حلول عيد الفطر..,1
"أصدرت الهيئة الوطنية للصحافة، اليوم الأحد، حركة التغييرات الصحفية بالمؤسسات الصحفية القومية، حيث قررت تعيين إسلام عفيفى رئيسا لمجلس إدارة مؤسسة أخبار اليوم وأسامة السعيد رئيسا لتحرير جريدة الأخبار

",1
اطلع اللواء أحمد راشد محافظ الجيزة على إستعدادات مديرية الطب البيطرى لإستقبال عيد الفطر المبارك، حيث تقرر وقف جميع إجازات الأطباء البيطريين والعاملين بالمجازر..,1
جرى الفريق مهندس كامل الوزير - وزير النقل يرافقه رئيس وقيادات هيئة السكك الحديدية جولة تفقدية بورش أبو زعبل الإنتاجية المتخصصة في عمرة عربات البضائع وعربات الركاب الدرجة الثالثة..,1
فضيلة الإمام الأكبر الدكتور أحمد الطيب، شيخ الأزهر الشريف، يستقبل اليوم الأحد بمشيخة الأزهر، الدكتور سامي فوزي رئيس أساقفة إقليم الإسكندرية للكنيسة الأسقفية..,1
قالت وزارة الاوقاف انه في إطار دورها المجتمعي ورسالتها في خدمة المجتمع والوفاء بواجبها تجاه الأسر الأولى بالرعاية، تم خلال يومي السبت والأحد 6 و 7 أبريل 2024م تسليم 56 طن سلع غذائية من مشروع صكوك الإطعام,1
أكد اللواء خالد عبد العال محافظ القاهرة أن مديرية الشئون الصحية رفعت درجة الإستعداد بجميع المستشفيات الحكومية استعدادًا لعيد الفطر المبارك..,1
استقبلت السفيرة سها جندي، وزيرة الدولة للهجرة وشئون المصريين بالخارج، صامويل ماتياس، مهندس إلكترونيات ورجل أعمال مصري في فرنسا وصاحب شركة كبيرة متخصصة في الإلكترونيات في باريس..,1
ظهرت محطة مترو وادي النيل ضمن الجزء الثالث من المرحلة الثالثة للخط الثالث للمترو، والذى يمتد بطول 7.1 كيلو متر من محطة الكيت كات حتى جامعة القاهرة مرورًا بشارع وادى النيل وجامعة الدول..,1
قال الشيخ خالد الجمل الداعية الإسلامى والخطيب بوزارة الأوقاف، إن فكرة برنامج نور الدين للدكتور على جمعة، والذى يذاع على قنوات المتحدة، فكرة رائعة خصوصا أنه من كبار العلماء في الدعوة..,1
استقبل فضيلة الإمام الأكبر الدكتور أحمد الطيب، شيخ الأزهر الشريف، الدكتور مصطفى مدبولي، رئيس مجلس الوزراء، صباح اليوم، بمقر مشيخة الأزهر، لمتابعة الموقف التنفيذي لمشروع مدينة البعوث الإسلامية..,1
أعلن اللواء هشام آمنة وزير التنمية المحلية، رفع درجة الاستعداد القصوي لكل القطاعات التنفيذية والخدمية بالمحافظات لاستقبال عيد الفطر المبارك وتشكيل فرق طوارئ جاهزة لإصلاح أية أعطال في المرافق والخدمات..,1
يولد هلال شهر شوال مباشرة بعد حدوث الاقتران في تمام الساعة 8:22 مساءً بتوقيت القاهرة المحلي يوم غد الإثنين 29 من رمضان 1445 هجريا الموافق 2024/4/8 (يوم الرؤية).,1
"أعلنت وزارة الأوقاف قراءة سورة الواقعة بالمساجد الكبرى عقب صلاة العصر، وقراءة سورة الرحمن عقب صلاة التراويح والصلاة على النبي..
",1
"أوضحت وزارة الاوقاف في بيان لها ان الحريق الذي شب بالقرب من مسجد السلطان أبو العلا بالقاهرة الحريق لم يقترب من المسجد ولا أي من مرافقه

",1
يطل علينا خلال أيام عيد الفطر المبارك، وفى هذا الشأن قد يرغب الكثيرون في معرفة لماذا سمى بهذا الاسم؟، عيد الفطر أطلق عليه هذا الاسم نسبة إلى الإفطار الذي يأتي بعد صوم شهر رمضان..,1
استقبل ممدوح رسلان رئيس الشركة القابضة لمياه الشرب والصرف الصحى وفد النقابة العامة للمرافق برئاسة هشام فؤاد رئيس النقابة العامة للعاملين بالمرافق العامة، ,1
حددت وزارة التربية والتعليم والتعليم الفنى، مجموعة من الخطوات لتعامل طلاب الثانوية العامة مع أسئلة الامتحانات بشكل صحيح..,1
في إطار أداء النيابة العامة لرسالتها السامية في تمثيل الهيئة الاجتماعية وحماية مصالح المجتمع، ودورها القانوني والاجتماعي والإنساني في تعزيز وتنمية وحماية حقوق الفئات الأولى بالرعاية,1
واصلت الإدارة العامة للجوازات والهجرة والجنسية إتخاذ الإجراءات التى من شأنها التسهيل والتيسير على المترددين والمواطنين الراغبين فى الحصول على الخدمات والمستندات الشرطية..,1
واصل قطاع الأحوال المدنية إيفاد قوافل مُجهزة فنياً ولوجيستياً لتقديم كافة الخدمات التى يقدمها القطاع للمواطنين من (بطاقات الرقم القومى – المُصدرات المُميكنة) بنطاق محافظات..,1
بعث قداسة البابا تواضروس الثاني بابا الإسكندرية وبطريرك الكرازة المرقسية برقية تهنئة للفريق أول محمد أحمد زكي وزير الدفاع والإنتاج الحربي بحلول عيد الفطر المبارك,1
"‫ أكد سعيد صالح مستشار وزير الزراعة واستصلاح الاراضى للمنافذ والمتابعة أنه تم طرح رنجة فى معرض الوزارة بالدقى المقام تحت شعار "" خير مزارعنا لاهالينا "" بسعر 120 جنيهًا للكيلو.",1
بعث قداسة البابا تواضروس الثانى بابا الإسكندرية وبطريرك الكرازة المرقسية، برقية تهنئة للمستشار حنفي جبالي رئيس مجلس النواب بمناسبة عيد الفطر المبارك,1
أرسل قداسة البابا تواضروس الثانى بابا الإسكندرية وبطريرك الكرازة المرقسية برقية تهنئة لفضيلة الإمام الأكبر الدكتور أحمد الطيب شيخ الأزهر، بمناسبة عيد الفطر المبارك,1
"قدم قداسة البابا تواضروس الثاني بابا الإسكندرية وبطريرك الكرازة المرقسية التهنئة للرئيس  عبد الفتاح السيسي بمناسبة حلول عيد الفطر المبارك.

",1
أعلنت اللجنة الوطنية المصرية لليونسكو بالتعاون مع منظمة اليونسكو فتح باب التقدم لجائزة اليونسكو لتعليم الفنون القتالية (ICM) والتي تأسست عام 2022، وتم تعديلها عام 2023،,1
أكد رئيس المعهد القومي للبحوث الفلكية والجيوفيزيقية الدكتور طه رابح، أن كسوف الشمس وخسوف القمر ظواهر طبيعية تحدث بصفة مستمرة، مشيرا إلى أن القرن الـ 21 (بين عامي2001-2100) يشهد 224 كسوفا,1
"علقت وزارة الصحة والسكان عن امكانية قيام مريض السرطان بالتطعيم خلال أو بعد تلقي العلاج الكيماوي..
",1
أرسلت وزارة التربية والتعليم والتعليم الفنى خطاباً إلى المديريات التعليمية بشأن  إعادة كشوف حافز إثابة مكافآة المشاركين في أعمال امتحانات الدبلومات الفنية نظير اتمام أعمال الامتحانات إلى الوزارة ,1
"كشف المعهد القومى للتغذية عن مجموعة من النصائح الهامة حول تناول الأسماك المملحة في عيد الفطر حيث شملت النقاط التالية :-

",1
شنت مديرية الطب البيطرى بمحافظة الشرقية حملات على أسواق بيع اللحوم والدواجن والاسماك ومنتجاتهم حيث تم ضبط حوالي  طن و48 كجم لحوم ذبح خارج المجازر الحكومية,1
أعلنت وزارة الصحة والسكان، استقبال 48 مليونًا و400 ألفًا زيارة من السيدات، لتلقي خدمات الفحص والتوعية، ضمن مبادرة رئيس الجمهورية المستدامة لدعم صحة المرأة المصرية,1
"قالت هيئة الدواء المصرية، إن العالم يحتفل كل عام في السابع من أبريل باليوم العالمي للصحة، وهو اليوم الذي يوافق ذكرى تأسيس منظمة الصحة العالمية.

",1
قالت الدكتورة حنان بلخي المدير الإقليمى لشرق المتوسط، فى بيان لها بمناسبة يوم الصحة العالمى الذى يوافق اليوم 7 أبريل، إن الصحةُ حقٌّ من حقوق الإنسان، وليست فضلًا أو مِنة,1
"قالت وزارة الصحة والسكان، إن الاستخدام غير الرشيد للمضادات الحيوية يسبب الفشل الكلوى .

",1
أصدر الدكتور محمد الخشت رئيس جامعة القاهرة، عددًا من القرارات بتعيين 4 قيادات جامعية جديدة شملت تعيين 3 مديرين ونائب مدير مركز بكليتي الطب البيطري والعلوم..,1
كشفت وزارة الصحة والسكان في انفوجراف نشرته الصفحة الرسمية للوزارة على موقع التواصل الاجتماعى فيس بوك عن آليات التعامل مع الأبناء فى سن المراهقة والتى تضمنت عدة نصائح,1
أعلنت الهيئة العامة للرعاية الصحية، عن فحص 285.000 منتفعا بمحافظات تطبيق التغطية الصحية الشاملة «بورسعيد، الأقصر، الإسماعيلية، جنوب سيناء، السويس، أسوان»، ضمن فعاليات مبادرة (رمضان بصحة لكل العيلة)..,1
شهدت شوارع وميادين محافظتى القاهرة والجيزة والمحاور الرابطة بين المحافظات سواء الطرق السريعة أو الصحراوية أو الزراعية صباح اليوم الأحد ظهور تباطؤ فى حركة المركبات..,1
أعد الخط الثالث للمترو ترتيبات خاصة بمناسبة مباراة كرة القدم لفريق الزمالك مساء اليوم، حيث أعلنت الشركة المشغلة للخط الثالث للمترو، تمديد مواعيد عمل الخط، مساء اليوم الأحد، ساعة زيادة..,1
قال الدكتور محمد على فهيم رئيس مركز معلومات المناخ بوزارة الزراعة، إن الموسم الحالى مختلف نوعا ما عن المواسم السابقة من حيث شكل المناخ بصفة عامة.. ,1
تلقى الدكتور هانى سويلم وزير الموارد المائية والرى، تقريراً من المهندس إيهاب الجوهرى رئيس قطاع الخزانات والقناطر الكبرى، بخصوص بدء تشغيل قنطرة فم بحر يوسف ضمن مشروع مجموعة قناطر ديروط الجديدة.,1
