News,State
"نشرت وزارة الأوقاف في حكومة النظام السوري تنويهاً عبر معرفاتها بمواقع التواصل الاجتماعي في 24 نيسان/ أبريل الفائت، ادعت فيه أن ""السلطات السعودية ما زالت تحظر فريضة الحج عن ال.",0
"نشر حساب يحمل اسم ""روزان قباص ال سالم"" على منصة ""إكس"" تسجيلاً مصوراً يظهر ما بدا أنه مراسم تشييع قتلى للجيش الإسرائيلي وقال في تقديمه للفيديو ""لا تنصدموا يا عرب .",0
"رصد موقع ""برلماني""، المنتخسس في الشأن التشريعى والنيابى، في تقرير له تحت عنوان: ""للعمال والموظفين.. هل يجوز فصل العامل حال (فقدان الثقة) فيه؟""",1
تناقل ناشطون على فيسبوك مقطع فيديو يدّعون أنه يظهر خبرًا يفيد بفرار المئات من الجنود المغاربة من الصحراء مؤخرًا.,0
"تحت عنوان ""العمرانية بتفرح.. إفطار بطعم الحب"".. نظم أهالي العمرانية الشرقية بمحافظة الجيزة، اليوم الخميس، مائدة إفطار جماعية بحضور عدد ",1
"تراجع المؤشر الرئيسي للبورصة المصرية ""إيجي إكس 30"" بنسبة 5.15% ليغلق عند مستوى 27559.35 نقطة، خلال جلسات الأسبوع المنتهى - رابع أسبوع في شهر مارس.",1
"نشر مستخدمون في مواقع التواصل الاجتماعي بتاريخ 30 كانون الثاني/يناير تسجيلاً مصوراً زعم أنه ""للغارات التي استهدفت شاحنات  إيرانية مليئة بالسّلاح في مدينة البوكمال السورية بري.",0
"زعمت صفحات محلية وحسابات على مواقع التواصل الاجتماعي أن ""تسعيرة باقات الإنترنت الأرضي ADSL في مناطق النظام سترتفع إلى الضعف مع بداية العام القادم"".",0
"تداولت صفحات وحسابات على مواقع التواصل الاجتماعي خبراً منسوبًا لصحيفة الرأي الكويتية يدعي أن ""منظمة الصحة العالمية توصي الدول العربية بضرورة إلغاء صلاة عيد الأضحى المبارك"".",0
أصبح عام 2024 عاما مثير للجدل بالنسبة لأمريكا اللاتينية، فى ظل استمرار انعدام الأمن والاتجار بالمخدرات، فقد شهدت القارة أزمة غير مسبوقة من العنف والجريمة فى عدد من الدول.,1
كشفت تقارير صحفية عن تلقي ميشيل سانشيز المدير الفني لفريق جيرونا الإسباني، عرضا رسميا من إدارة تشيلسي الإنجليزي لخلافة بوتشيتينو المدير الفني الحالي..,1
استقرت أسعار العملات اليوم الجمعة 15-3-2024 بالبنوك العاملة في مصر أمام الجنيه المصري، وثبت سعر كل من الدولار أمام الجنيه المصري عند سعر 47.8 جنيه للشراء، و47.9 جنيه للبيع..,1
تناقل مستخدمون لمواقع التواصل الاجتماعي تسجيلاً مصوراً زُعم أنّه يظهر اقتحام عناصر من تنظيم داعش لأسوار سجن في حي غويران في الحسكة شمال شرقي سوريا.,0
"تجلى الموقف المصري في العمل على الحشد الدولي لتوضيح مفهوم القضية الفلسطينية في ضوء القوانين الدولية ومواثيق الأمم المتحدة، وذلك على الصعيد الدبلوماسي واللقاءات الثنائية
",1
"نشر حساب الصين بالعربية على منصة ""إكس"" خبراً يزعم أن ""الحكومة النيجيرية قررت رسمياً بيع النفط بعملتها المحلية من خلال وقف استخدام الدولار الأمريكي""، وادعى الحساب أن هذا الإجراء سي.",0
"توجه اليوم الناخبون فى الكويت إلى صناديق الاقتراع للإدلاء بأصواتهم فى انتخابات مجلس الأمة للفصل التشريعى الثامن عشر منذ بدء الحياة البرلمانية فى الكويت .

",1
"أعلنت وزارة التخطيط والتنمية الاقتصادية خطة المواطن الاستثمارية لمحافظة الشرقية للعام المالي الحالي 2023/2024.

",1
 ادّعت جهات عدة إعلامية ومستخدمون لمواقع التواصل الاجتماعي بأن التحالف الدولي بقيادة الولايات المتحدة الأمريكية نفذ عملية إنزال جوي استهدفت شخص يدعى أبو حسام البريطاني في بلد.,0
"تداولت مواقع وصفحات إخبارية وحسابات شخصية على مواقع التواصل الاجتماعي مؤخراً تصريحاً منسوباً لسياسيّة فرنسية تتزعم حزباً يمينياً فرنسياً تقول فيه إن بلادها لن تقبل ""أي مسؤول عربي في مستشفي.",0
انتشر تسجيل مصوّر بين مستخدمين سوريين لتطبيق (واتس آب)، يظهر فيه رجل بدا وكأنه أسير، وحوله مجموعة من الأشخاص، قبل أن يقدم أحدهم على قتل الشخص الأسير بشق صدره واستئصال قلبه بأداة حادة.,0
كشفت بيانات الجهاز المركزي للتعبئة العامة والإحصاء، عن عدد الليالي السياحية التي قضاها السائحين الوافدين إلى مصر خلال الـ 10 سنوات الماضية وبلغت 917 مليون ليلة سياحية.,1
"نشر موقع قناة ""العالم"" الإيرانية مؤخراً خبراً بعنوان ""تفاصيل مثيرة حول أنفاق الغوطة الشرقية""، وأرفق في خبرها صورة تظهر سيارة ""بيك آب"" داخل نفق ضخم.",0
تأكد بدقيقة:تناقل مستخدمون لمواقع التواصل الاجتماعي وتطبيقات الدردشة مقطعاً مصوراً لشاب يتعرض للضرب المبرح من قبل عدة شبان تحت أنظار الشرطة وسط شارع مليء بالمارة قبل أن يُدهس ال.,0
" نشرت صفحات إخبارية محلية ومستخدمون لمواقع التواصل الاجتماعي ادعاء بصدور قرار ينص على أنَّ من ""يُمنح شهادة جامعية في سوريا سيكتب تعهد ببقاءه في البلد بعد الشهادة عشر سنوات عل.",0
العلاقات المصرية الأردنية على كل المستويات تتميز بكونها علاقات متينة، بما يجعلها نموذجاً يُحتذى في العلاقات في ما بين الدول العربية..,1
الولايات المتسخة الامريكيةترمب يتلقى صفعة خلفية قوية من شاب كردي ايراني لن ينساها طيلة حياته-ترمب سخر قبل خطابه من امرأة ايرانية تلبس لباس كردي —- فجاءه الرد على البريد السريعالرجل و المرأة الكرديان اصلهما من سندج في كردستان إيران و يعيشان في أمريكا,0
تداول ناشطون على مواقع التواصل مقطعًا يدعون أنه يبين مظاهرات حديثة خرجت في مصر مطالبة برحيل السيسي،,0
"حقق فريق تشيلسي فوزا مهما على ضيفه نيوكاسل يونايتد 3-2،  في المباراة التي جمعتهما مساء الاثنين، على ملعب ""ستامفورد بريدج""..",1
"شهر رمضان أعظم الشهور وأجلها و يحرص المصريين على التوجه إلى دار الإفتاء سواء للسؤال أو البحث عن إجابة لما يدور في أذهانهم فيما يخص مسائل الصيام..
",1
"تداولت مواقع إخبارية وحسابات على مواقع التواصل الاجتماعي مقطع فيديو ادعوا أنه لـ "" أول لقطات كاميرا أمنية للمخلوقات الفضائية الذين تم رصدهم في لاس فيغاس.",0
"تقدم منتخب إسبانيا ضد البرازيل بنتيجة 2-1 خلال فعاليات الشوط الأول من مباراتهما المقامة حاليًا، على ملعب ""سانتياجو برنابيو""، معقل ريال مدريد..",1
"نشرت صفحات إخبارية وحسابات شخصية في موقعي (فيسبوك) و(تويتر) قبل وقت قريب، ادعاءات نسبتها إلى صحف بريطانيّة -لم تسمها- قالت فيها إن ""مخترع طائرة بيرقدار المسيرة المهندس التركي سلجوق بيرقدار.",0
"يتصدر جافي، نجم وسط برشلونة الإسباني، قائمة أغلي 10 مواهب صاعدة فى العالم، وفقًا لما نشره موقع ""ترانسفير ماركت"" المتخصص فى الأرقام والإحصائيات.
",1
انتشرت في منصة التواصل الاجتماعي فيسبوك صور أجهزة كهربائية منزلية يزعم ناشروها أنها مخصصة للتبرع مجانا بعدما تعذر بيعها بسبب تعرضها لأضرار طفيفة.,0
"رصد موقع ""برلماني""، المتخصص في الشأن التشريعى والنيابى، في تقرير له تحت عنوان: ""الحفر ليس جريمة إلا في حالات البحث عن المساخيط"".",1
يتداول مستخدمو موقع التواصل الاجتماعي فيسبوك منشورًا حول كون ثقب الأوزون كذبة وليس حقيقي،,0
تواصل كلية الإعلام بجامعة القاهرة إتاحة باب التقدم لعدد من المنح الدراسية للدراسة فى جامعة تيرامو باليونان، وتعد هذه المنحة متاحة فقط للطلاب الذين سينتقلون إلى الفرقة الثانية أو الثالثة.,1
تناقل ناشطون على منصة فيسبوك صورة يدعون أنها تظهر إضاءة برج القاهرة بعلم فلسطين، تضامناً مع الحرب الجارية هناك منذ 07 أكتوبر 2023.,0
"لقرائنا الراغبين فى التعرف على مواقيت الصلاة الصحيحة بمحافظات مصر، يقدم""اليوم السابع"" مواقيت الصلاة الخمسة اليوم الثلاثاء.",1
تداول مستخدمون لمنصة التواصل الاجتماعي فايسبوك صورة تظهر اللاعب ليونيل ميسي رفقة أبنائه بجانب سيارة أجرة وخلفهم صومعة مسجد ، ويزعم ناشروها أنها التقطت في مدينة طنجة المغربية حيث يقضي عطلته الصيفية رفقة أسرته الصغيرة .,0
"نشر حساب يحمل اسم Aziz على منصة ""إكس""، الأربعاء، منشوراً قال فيه إن ""الرئيس الأمريكي جو بايدن أعلنها صراحة بخطاب جماهيري قبل قليل لن نخرج من العراق أو سوريا على الأقل هذين العقدين.",0
جدد الرئيس عبد الفتاح السيسي ،مصانع  قطاع الأعمال ‏العام والتي شهدت انطلاقة كبيرة خلال حكم الرئيس، حيث تحول القطاع من تحقيق خسائر كبيرة ومن شركات تعاني من التصفيه إلى قطاع رابح يساهم بشكل كبير,1
تستمر مصانع شركة الدلتا للسكر التابعة لوزارة التموين والتجارة الداخلية بمنطقة الحامول بمحافظة كفر الشيخ فى العمل طوال أيام عيد الفطر المبارك..,1
 ,0
"يلتقي فريقا بايرن ميونخ ضد ماينز في الرابعة والنصف عصر اليوم، السبت، على ملعب ""أليانز آرينا"".",1
في اجتماع دافوس 2024..احد المشاركين في المنتدى الاقتصادي العالمي يفعل ما لا يمكن ان يفعله الا الاحرار بالعالموذلك عندما وجه كلامه الى كلاوس شواب قائلاً اللعنة عليك يا كلاوس شواب، واللعنة على النظام العالمي الجديد•نحن الشعب ولدنا أحرارا وسنبقى أحرارا.ويعتبر كلاوس شواب أستاذ الاقتصاد الألماني ومؤسس المنتدى الاقتصادي العالمي ” دافوس”.,0
يواصل اليوم السابع، سلسلة حوارات مع القيادات السياسية ورؤساء الأحزاب والنواب، خلال شهر رمضان لمعرفة كيف يواصلون العمل السياسى خلال الشهر المبارك، وما هى أولوياتهم؟..,1
حظى مسلسل «الحشاشين» بإشادة واسعة من مثقفين كبار وبارزين، معبرين عن إعجابهم بعناصر العمل الفنى المختلفة، فى الكتابة والإخراج والديكور والتصوير والأداء التمثيلى.,1
أعلن يورجن كلوب، المدير الفني لفريق ليفربول، المحترف ضمن صفوفه النجم المصري محمد صلاح، وإريك تين هاج مدرب مانشستر يونايتد، التشكيل الأساسى.,1
أدلى المتهمين بسرقة مبالغ مالية من داخل شركة لقطع غيار السيارات فى منطقة الساحل، باعترافات تفصيلية خلال تحقيقات النيابة العامة التى أجريت معهم، حيث كشف الجناة..,1
انتشرت في مواقع التواصل الاجتماعي صورة كرسي طائرة كتبت عليه عبارات بخط اليد، ويزعم ناشروها أنها تعود إلى الطائرة الجديدة لشركة الخطوط الجوية اليمنية.,0
أصيب 3 أشحاص، بإصابات متنوعة، فى انفجار أنبوبة بوتاجاز في منزل بقرية صندلا التابعة لمركز كفر الشيخ، وجرى نقل المصابين عن طريق سيارات الإسعاف,1
حقق فريق جيرونا فوزا مهما على نظيره رايو فاليكانو بثلاثة أهداف نظيفة في المباراة التي أقيمت بينهما ضمن منافسات الجولة السادسة والعشرين من بطولة الدوري الإسباني..,1
" نشرت صفحات عامة وحسابات شخصية على فيسبوك منشورات تدّعي ""ارتفاع الطلب على براز الماعز في الصين لانه غني بالبروتين ويمكن تقديمه مع العصير وحليب الصويا والسوائل الأخرى"".",0
يتداول رواد موقع التواصل الاجتماعي فيسبوك صورة يزعم ناشروها أنّها تظهر قميص المنتخب الوطني المغربي في كأس العالم مزين بالزليج.,0
أكد تقرير متابعة الأداء الاقتصادي والإجتماعي عن العام المالي 2022/2023 المقدم من وزيرة التخطيط الدكتورة هالة السعيد، إلي البرلمان بغرفتيه ( النواب، الشيوخ).,1
"تشهد ملاعب العالم اليوم الأربعاء 10-4-2024 على العديد من المباريات في مختلف المسابقات، يتصدرها قمة باريس سان جيرمان ضد برشلونة في ذهاب ربع نهائي دوري أبطال أوروبا. 

",1
نرصد لكم خلال شهر رمضان المبارك، سلسلة معابد ومقابر تاريخية حول مصر، فى خدمة للقراء لمعرفة تاريخ الأجداد وتفاصيل وقصة كل معبد من المعابد العظيمة التى بناها ملوك الأسر المصرية القديمة..,1
نشرت صفحات عامة وحسابات شخصية على مواقع التواصل الاجتماعي تسجيلاً مصوراً يظهر روبوتاً آلياً يسير خلف رجل يرتدي الزي العربي في صالة كبيرة.,0
"أعلن ماسيميليانو أليجري، مدرب يوفنتوس، التشكيل الرسمي الذي سيخوض به مباراة فروسينوني فى الواحدة والنصف ظهر اليوم.

",1
"تداول ناشطون سوريون وعرب على موقع التدوينات القصيرة ""تويتر"" تغريدة نشرها صحافي عراقي، مرفقة بتسجيل قال بأنه ""مُسرب من غرفة طيران المالكي"" يظهر فيها لقطات من داخل طائرة حربية تستهدف مواقع م.",0
تداولت حسابات شخصية وصفحات إخبارية على مواقع التواصل الاجتماعي صوراً تظهر عدة من الأشخاص بينهم رجلاً يرتدي زياً أبيض اللون ملطخاً بالدماء ويحمل بيده منشاراً وأمامه قطع من اللحم.,0
تناقل ناشطون على منصة فيسبوك صورة يدعي ناشروها أنها تظهر تقبيل الرئيس الجزائري السابق هواري بومدين ليد الملك محمد الخامس،,0
كشف تقرير متابعة الأداء الاقتصادي والاجتماعي عن العام المالي 2022/2023 المقدم من وزيرة التخطيط الدكتورة هالة السعيد، إلى البرلمان بغرفتيه (النواب، الشيوخ)..,1
قضت محكمة جنايات المحلة الدائرة الثالثة، برئاسة المستشار سامح عبد الله وعضوية المستشارين محمد شاهين، عاصم يس، أحمد المنوفي، بالسجن 3 سنوات لسائق توك..,1
ارتفعت حصيلة قتلى الزلزال المدمر الذي ضرب تركيا وسوريا إلى أكثر من 20 ألف شخص، ويسابق رجال الإغاثة الزمن،,0
تباشر الجهات المختصة، التحقيق مع  3 متهمين بمزاولة نشاط غير مشروع فى مجال تجارة العملة من خلال شراء العملة الأجنبية، خارج نطاق السوق المصرفية، وبأسعار السوق السوداء.,1
يشاهد أغلب زوار مدينة الغردقة جمال الطبيعة والبحر والجزر بها من على شاطئ المدينة، وتسوق جميع شركات السياحة بجمال البحر والجزر البحرية فى البورصات العالمية المختلفة..,1
ارتفع سعر الجنيه الذهب  في مصر في الصاغة بحوالي 80 جنيها مسجلاً 24680  جنيها عقب تغير أسعار جميع الأعيرة الموجودة في سوق الصاغة بمصر.,1
"أعلن لويس كاسترو، مدرب النصر، التشكيل الرسمي لمواجهة الطائي المحدد لها التاسعة مساء اليوم السبت، على ملعب ""الأول بارك"".
",1
استحوذ قرار القضاء الألماني الحكم على طالب اللجوء السوري إياد غريب بالسجن أربع سنوات ونصف السنة بعد إدانته بالمشاركة في اعتقال 30 متظاهراً على اهتمام وسائل الإعلام الأجنبية والعربية، وتراف.,0
على مدار الأسبوع المنصرم، تصدّر نبأ موت حاكم كوريا الشمالية (كيم جونغ-أون) العناوين عبر المواقع الإخبارية ومواقع التواصل الاجتماعي التي تناول مستخدموها الخبر تارة بسخرية وبجدية تارة أخرى.,0
ليس ثمة ما يمنع فى القانون من اتفاق العاقدين منذ بدء التعاقد على تجديد عقد الإيجار لمدة مساوية لمدته الأصلية، يكون شرطه إخطار المستأجر المؤجر بهذه الرغبة,1
شدد اللواء أحمد راشد محافظ الجيزة على مسؤلى الجهات المعنية برقابة الأسواق ومتابعة حركة البيع والشراء وتداول السلع بتكثيف جهودها بالتنسيق مع الأحياء,1
"طالب عدد من أعضاء مجلس الشيوخ، بتشريع جديد للهجرة وشئون المصريين في الخارج ينظم كل شئونهم وأمورهم في ظل الجمهورية الجديدة، وينظم حقوهم وواجباتهم.
",1
"فاز فريق يوفنتوس على حساب فيورنتينا بنتيجة 1-0 خلال فعاليات المباراة التي أقيمت بينهما مساء الأحد على ملعب ""أليانز ستاديوم"" ضمن منافسات الجولة 31.",1
قال الدكتور محمد لطيف الرئيس التنفيذى للمجلس الصحى المصرى، إن المجلس ناقش مع الدكتور مجدى حسن، نقيب الأطباء البيطريين الجديد التعاون بين المجلس وبين النقابة.,1
حصل منتخب تونس على المركز الثالث ببطولة كأس عاصمة مصر، بالفوز على نيوزيلندا بنتيجة 4-2 بركلات الترجيح، بعد نهاية الوقت الأصلى بالتعادل السلبى..,1
حددت وزارة التربية والتعليم والتعليم الفنى، ضوابط إلحاق الطلبة المصريين العائدين من الخارج بالمدارس المصرية.,1
تداولت صفحات عامة على مواقع التواصل الاجتماعي صورة زُعم أنها تظهر كسوف الشمس كما يبدو من الفضاء، وتظهر مجرة درب التبانة بشكل واضح في خلفية الصورة.,0
يقود النجم المصري محمد صلاح، التشكيل الرسمي لفريقه ليفربول، فى مواجهة ضيفه فريق شيفيلد يونايتد، والمقرر لها فى تمام الساعة الثامنة والنصف من مساء اليوم الخميس,1
سجلت أسعارالنفط اليوم الأثنين، 85.87دولار للبرميل للعقود الآجلة لخام القياس العالمى برنت،كما سجلت العقود الآجلة لخام غرب تكساس الوسيط الأمريكى 81.62دولار.,1
قال ناجي الشهابي، رئيس حزب الجيل الديمقراطي، إن اهتمام وتوجيه الرئيس عبد الفتاح السيسي، رئيس الجمهورية، للحكومة بأهمية العمل على سرعة ترجمة ما يتم التوصل إليه من مُخرجات وتوصيات إلى خططٍ تنفيذية,1
أكدت المهندسة سماح صالح مسئول التنمية المستدامة ورئيس وحدة تكافؤ الفرص بوزارة البيئة، أنه من أهم التحديات المؤسسية والاقتصادية والاجتماعية.,1
"زعمت صفحات إخبارية ومستخدمون على مواقع التواصل الاجتماعي أنَّ ""قوات سوريا الديمقرطية (قسد) ستسلم حقوق النفط والغاز للدولة السورية"".",0
"هنأ المستشار حسين أبو العطا، رئيس حزب ""المصريين""، الرئيس عبد الفتاح السيسي رئيس الجمهورية القائد الأعلى للقوات المسلحة.",1
"كتبت صفحة أخبار خانقين الآن على ""فيسبوك"" يوم أمس الاثنين منشوراً مقتضباً  زعمت فيه ""العثور على جثة سلوان موميكا الذي قتل على يد كوردي في دولة النرويج""، مرفقة  بصور لمو.",0
وزعت شركات البورصة، أرباحًا نقدية بلغت 5.3 مليار جنيه خلال 84 يومًا، موزعة بين 232 مليون جنيه خلال يناير، و693 مليون جنيه خلال فبراير، و4.4 مليار جنيه خلال 24 يومًا من مارس..,1
 شهد شهر مارس نشاط مكثف لوزير التعليم العالي والبحث العلمي فى مجال التعاون الدولى؛ بهدف دعم تنافسية المنظومة التعليمية المصرية، وتعزيز العلاقات الدولية فى مجال التعليم العالى..,1
"شهدت شوارع وميادين محافظتى القاهرة والجيزة والمحاور الرابطة بين المحافظات سواء الطرق السريعة أو الصحراوية أو الزراعية صباح اليوم الأربعاء ظهور تباطؤ فى حركة المركبات.

",1
"نشرت قنوات ومواقع إخبارية عربية أمس الخميس 14 كانون الثاني/يناير، أخباراً تحدثت عن ""وفاة 23 شخصاً في النرويج عقب تطعيمهم بلقاح (فايزر) الأمريكي المضاد لفيروس كورونا، ونسبت المصادر .",0
حسم التعادل الإيجابي 1-1 أحداث الشوط الأول مباراة منتخب ألمانيا ضد هولندا، في المباراة التي تجمع المنتخبين حاليا باستاد دويتش بانك بارك فى مدينة ليفركوزن..,1
"نشر الصحفي الإسرائيلي إيدي كوهين عبرحسابه على منصة ""إكس"" الصورة لمكان تتصاعد منه أعمدة كبيرة من اللهب والدخان وعلق بعبارة: ""مساء الانوار يا حوثي يا صعلوك"".",0
" تداول مستخدمون على موقع (فيسبوك) ادعاءً بأن ""هارون أنور الأسد ابن عم رئيس النظام السوري غيّر اسمه إلى هارون أنور عيسى وأنه يقيم في اليونان""، مستندين على صورة لقيد مدني إلكترون.",0
نظم قانون المحال العامة الصادر بالقانون رقم 154 لسنة 2019، ولائحته التنفيذية الصادرة برقم 590 لسنة 2020، قواعد وضوابط وإجراءات توفيق أوضاع المحال العامة,1
وجه النائب طارق رضوان رئيس لجنة حقوق الإنسان بمجلس النواب تحية قلبية للرئيس عبد الفتاح السيسى على جميع القضايا المهمة التى تناولها فى خطابه التاريخى.,1
"تداولت صفحات عامة وحسابات شخصية على مواقع التواصل الاجتماعي، مؤخراً مقطع فيديو ادعوا أنه لـ ""هروب مليشيات حركة طالبان من امام الحرس الثوري الإيراني تاركين ورائهم آلياتهم"".",0
"هنأ المطران جورج شيحان، رئيس أساقفة إيبارشية القاهرة المارونية لمصر والسودان، والزائر الرسولي على شمال إفريقيا، والرئيس الأعلى للمؤسسات المارونية بمصر، الرئيس عبد الفتاح السيسي، رئيس الجمهورية، بمناسبة عيد الفطر المبارك

",1
تناقل ناشطون على فيسبوك تسجيلًا صوتيًّا منسوبًا للرئيس السوري بشار الأسد يتلو خلاله – بحسب الادعاء- خطاب تنحيه عن الحكم حديثًا.,0
يوافق اليوم الثامن من أبريل الذكرى الـ54 لقصف طيران العدو الإسرائيلي مدرسة بحر البقر الابتدائية بمركز الحسينية شمال محافظة الشرقية 1970..,1
"أنهى فريق نانت الذي يضم بين صفوفه الدولي المصري مصطفى محمد، أحداث الشوط الأول من مواجهة أولمبيك ليون، متقدما بنتيجة 1-0، خلال المباراة التي تجمع الفريقين حاليا بملعب ""لا البوجوار""..",1
واصلت مؤشرات البورصة المصرية، ارتفاعها بمنتصف تعاملات جلسة اليوم الأربعاء، مدفوعة بعمليات شراء من المتعاملين المصريين والعرب، فيما مالت تعاملات الأجانب للبيع,1
هنأ الدكتور السيد قنديل، رئيس جامعة حلوان، الرئيس عبد الفتاح السيسي بمناسبة حلف اليمين لفترة رئاسية جديدة.,1
انطلقت بطولة كأس العالم لكرة القدم يوم الأحد 20 نوفمبر 2022 وفاز الإكوادور على قطر بهدفين مقابل لا شيء في المباراة الافتتاحية في ملعب البيت.,0
"أعلن كامل الوزير، وزير النقل، عن خطة الوزارة لمضاعفة حجم الأسطول البحرى، قائلا:"" الوزارة تستهدف وصول الأسطول إلى 31 سفينة عام 2030 ليكون قادراً على نقل 20 مليون طن بضائع سنوياً.",1
نعى الدكتور أيمن عاشور وزير التعليم العالي والبحث العلمي، وقيادات الوزارة والجامعات والمراكز والمعاهد البحثية، وجميع مُنتسبي المجتمع الأكاديمي، ببالغ الحزن الدكتور محمد مجاهد أستاذ التصميم الميكانيكي ,1
يتداول رواد مواقع التواصل صورة يزعم ناشروها أنها تظهر افتتاح وزير التربية والتعليم في سوريا منتدى حول أهمية التعليم وجمال اللغة العربية،,0
ماليزيامهو انا بحب البلد دي مش من فراغthis photo captured by Khairul Azam,0
نشرت صفحة كريستاينو رونالدو على موقع التواصل الاجتماعي فيسبوك صورة وأرفقتها بالنص الوصفي الآتي (من دون تصرّف):,0
"نشرت حسابات وصفحات في مواقع التواصل الاجتماعي أمس الاثنين 16 أيّار، خبراً عن اشتباكات بالسيوف دارت في مدينة القامشلي بريف الحسكة الشمالي، تسببت بإصابة 3 أشخاص نُقلوا إلى مستشفى ""ا.",0
تراقب الإدارة العامة لمرور القاهرة، حركة السيارات بواسطة كاميرات المراقبة المنتشرة بمحيط لطريق المحاجر في القاهرة الجديدة منعا لظهور اى كثافات مرورية لحركة السيارات.,1
انتشر في منصة التواصل الاجتماعي فيسبوك مقطع فيديو يدّعي صاحبه أن اتجاه مسار ظل القمر أثناء كسوف عام 2017 خاطىء.,0
تنتشر حالات الطلاق والخلع فى محكمة الأسرة وتختلف الأسباب للوصول إلى هذا القرار بهدم أسرة وإنهاء الرباط المقدس بين الزوجين، ويعتبر من الأسباب المنتشرة للطلاق هو تعاطى المخدرات..,1
"تداولَت مواقع ووكالات إخبارية عربية ومحليّة نبأ مقتل القيادي في ميليشيا ""الحشد الشعبي"" العراقية، المدعو ""أبو عزرائيل""، وذلك بعد أقل من 24 ساعة من تداول خبر وصوله إلى محافظة حلب للقتال إلى.",0
"محمد عيدوتداول مستخدمون لمواقع التواصل الإجتماعي مؤخراً صورة تظهر احتجاز رجل مسن مغطى العينين برفقة مسلحين ملثمين مدعين أنها لــ ""لحظة إلقاء جهاز الأمن العام القبض شخص.",0
" ادّعت وكالة الأنباء السورية (سانا) أنّ ""عبوة ناسفة انفجرت برتل شاحنات تحمل مواد لوجستية لقوات الاحتلال الأمريكي في منطقة المالكية بريف الحسكة ما أدى إلى احتراق اثنتين منها"" ون.",0
أوضح فضيلة الإمام الأكبر الدكتور أحمد الطيب، شيخ الأزهر، رئيس مجلس حكماء المسلمين، أن«العلي» من أسماء الله الحسنى.,1
يتداول رواد مواقع التواصل خبرًا يزعم إعلان ألمانيا رسميّا إغلاق المطارات والموانئ البحرية والمنافذ البرية في البلاد لمدة خمسة أشهر،,0
"أعلن الاتحاد الآسيوي لكرة القدم، اليوم الجمعة، أن لقاء منتخبا كوريا الشمالية واليابان فى التصفيات المؤهلة لكأس العالم 2026 لن يقام الثلاثاء المقبل، كما كان مخططا فى البداية.
",1
نشرت مواقع إخبارية وصفحات على مواقع التواصل الاجتماعي صوراً ادّعِي أنها ملتقطة حديثاً في إقليم كشمير خلال أحداث العنف التي طالت المسلمين في الهند.,0
"نشرت وزارة السياحة والآثار، مجموعة من الأرقام والاحصائيات التى تتعلق بملف السياحة والآثار في مصر، وأبرزها الكشف عن وجود 2160 موقعا أثريا.

",1
يتداول رواد مواقع التواصل الاجتماعي تصريحا منسوبا لوزارة المالية المصرية حول فرض رسوم 5 جنيهات مقابل كل 500 جنية يتم سحبها من الصراف الآلي،,0
تقام اليوم الخميس 29-2-2024 عدد من المباريات في مختلف المسابقات، على رأسها مباراة أتلتيكو مدريد وأتلتيك بيلباو في إياب نصف نهائي كأس ملك إسبانيا الموسم الجاري 2023-2024. ,1
رحلة طويلة شاقة من العاصمة موسكو حتى تصل مفاعل كالينين الشهير والذى يقع على بعد حوالى 200 كيلومتر شمال غرب موسكو، فى منطقة تڤير بالقرب من مدينة أودومليا..,1
"تشهد ملاعب العالم اليوم الخميس 4-4-2-2024 عديد من المباريات في، يتصدرها قمة تشيلسي ضد مان يونايتد ولقاء ليفربول وشيفيلد يونايتد في الجولة 31 من الدوري الإنجليزي.

",1
يتداول رواد مواقع التواصل الإجتماعي مقطع فيديو يتضمن صورة مع تعليق صوتي,0
"أصيب 5 اشخاص إثر حادث تصادم سيارتين أعلى محور الضبعة الصحراوى  ، وتم نقل المصابين الي المستشفي ورفع حطام الحادث بالكامل من أعلي الطريق.

",1
 نشر مستخدمون لمواقع التواصل الاجتماعي صورة لطفل مستلق على سرير طبي ويظهر على وجهه كمدات وآثار دماء زاعمين أنها للطفل المغربي ريان الذي أعلن الديوان الملكي في المغرب وفاته.,0
"مازال العندليب عبدالحليم حافظ يعيش فى قلوب وذاكرة أهالى منطقة ""شارع الحمام"" بمدينة الزقازيق، ويحتفظون بصوره داخل جدران محلاتهم",1
تناقلت صفحات ومواقع إخبارية ومستخدمون لمواقع التواصل الاجتماعي وتطبيقات الدردشة صورة تُظهر الحرف Z مرسوماً بما زعموا أنها جثث القتلى الروس في أوكرانيا.,0
تداولت حسابات وصفحات على مواقع التواصل الاجتماعي تسجيلاً مصوراً، يظهر فيه مجموعة من رجال الشرطة وهم يضربون شخصاً، وادعت بعض الحسابات التي نشرت الفيديو إنه يصوّر اعتداء الشرطة الفرنسية على.,0
نقلت الامم المتحدة تصريحات لمسؤول في منظمة الصحة العالمية،,0
"نفت وزارة الداخلية التابعة لحكومة نظام الأسد مؤخراً تصريحات نسبتها وكالة روسية لـ ""وزير الداخلية"" محمد الشعار، مؤكدة أنه لم يدل بأي تصريح للوكالة أو أية وسيلة إعلامية أخرى فيما يتعلق بموضو.",0
"تداولت صفحات وحسابات اسرائيلية على مواقع التواصل الاجتماعي، حديثاً، مقطع فيديو ادعت أنه لـ""مشاهد تمثيلية تصور الموتى على الهواء مباشرة في غزة بقصد تشويه سمعة إسرائيل"".",0
